crashkey,date_id,time_id,holiday_id,location_id,road_id,outcome_id,vehicle_id,gender_id,person_id,age_id,crash_count,fatality_count
25264,D1740,T643,H2,L897,R6,O6,V8,G1,P2,A42,1,4
25265,D1740,T643,H2,L897,R6,O6,V8,G2,P2,A37,1,4
25266,D1740,T643,H2,L897,R6,O6,V8,G1,P1,A71,1,4
25267,D1740,T643,H2,L897,R6,O6,V8,G2,P2,A61,1,4
25268,D1740,T527,H2,L897,R19,O2,V2,G2,P2,A92,1,1
25269,D1740,T250,H2,L897,R36,O1,V8,G2,P2,A45,1,1
25270,D1740,T166,H2,L172,R15,O2,V2,G1,P1,A33,1,1
25271,D1740,T856,H2,L897,R36,O1,V1,G1,P1,A3,1,1
25272,D1740,T437,H2,L172,R18,O1,V1,G1,P3,A8,1,1
25273,D1741,T888,H2,L897,R23,O1,V1,G2,P1,A57,1,1
25274,D1741,T226,H2,L879,R32,O1,V1,G1,P1,A13,1,1
25275,D1741,T241,H2,L879,R23,O4,V1,G1,P4,A8,1,2
25276,D1741,T241,H2,L879,R23,O4,V1,G1,P4,A13,1,2
25277,D1741,T953,H2,L897,R18,O1,V1,G1,P4,A7,1,1
25278,D1741,T271,H2,L879,R19,O1,V1,G2,P1,A24,1,1
25279,D1741,T271,H2,L123,R17,O1,V1,G2,P2,A66,1,1
25280,D1741,T115,H2,L879,R32,O1,V1,G1,P3,A20,1,1
25281,D1741,T115,H2,L879,R19,O2,V1,G1,P3,A41,1,1
25282,D1741,T184,H2,L879,R19,O1,V1,G1,P3,A39,1,1
25283,D1741,T131,H2,L897,R32,O2,V1,G1,P1,A41,1,1
25284,D1741,T149,H2,L879,R32,O1,V1,G1,P3,A61,1,1
25285,D1741,T418,H2,L769,R15,O2,V2,G2,P1,A58,1,1
25286,D1741,T296,H2,L903,R15,O1,V1,G1,P1,A57,1,1
25287,D1741,T297,H2,L172,R18,O1,V1,G1,P3,A40,1,1
25288,D1741,T107,H2,L897,R19,O2,V1,G1,P1,A49,1,1
25289,D1741,T159,H2,L172,R19,O2,V5,G2,P2,A33,1,1
25290,D1741,T378,H2,L897,R32,O2,V2,G1,P1,A44,1,1
25291,D1741,T108,H2,L897,R32,O1,V1,G1,P1,A72,1,1
25292,D1742,T128,H2,L897,R15,O3,V1,G2,P2,A13,1,2
25293,D1742,T128,H2,L897,R15,O3,V1,G1,P1,A40,1,2
25294,D1742,T241,H2,L879,R18,O1,V1,G1,P4,A39,1,1
25295,D1742,T271,H2,L879,R32,O1,V1,G2,P2,A13,1,1
25296,D1742,T325,H2,L172,R6,O7,V1,G1,P1,A17,1,3
25297,D1742,T325,H2,L172,R6,O7,V1,G2,P2,A34,1,3
25298,D1742,T325,H2,L172,R6,O7,V1,G2,P1,A5,1,3
25299,D1742,T105,H2,L879,R32,O1,V1,G2,P1,A26,1,1
25300,D1742,T307,H2,L897,R32,O2,V1,G1,P3,A56,1,1
25301,D1742,T188,H2,L123,R17,O1,V1,G2,P2,A83,1,1
25302,D1742,T139,H2,L769,R32,O1,V1,G1,P5,A14,1,1
25303,D1742,T165,H2,L769,R36,O2,V1,G1,P2,A97,1,1
25304,D1742,T157,H2,L903,R18,O2,V1,G1,P3,A41,1,1
25305,D1742,T233,H2,L123,R18,O2,V1,G1,P1,A4,1,1
25306,D1742,T189,H2,L897,R32,O2,V1,G1,P2,A53,1,1
25307,D1742,T109,H2,L903,R32,O1,V1,G1,P1,A2,1,1
25308,D1742,T317,H2,L107,R18,O1,V1,G1,P1,A40,1,1
25309,D1742,T547,H2,L897,R23,O2,V1,G1,P3,A47,1,1
25310,D1742,T142,H2,L107,R15,O1,V1,G2,P1,A4,1,1
25311,D1742,T112,H2,L769,R23,O1,V1,G1,P2,A33,1,1
25312,D1742,T112,H2,L769,R32,O1,V1,G1,P1,A43,1,1
25313,D1743,T177,H2,L879,R18,O3,V1,G2,P2,A22,1,2
25314,D1743,T177,H2,L879,R18,O3,V1,G1,P1,A13,1,2
25315,D1743,T522,H2,L897,R23,O1,V1,G1,P4,A11,1,1
25316,D1743,T426,H2,L107,R6,O2,V1,G1,P3,A5,1,1
25317,D1743,T450,H2,L107,R15,O2,V2,G1,P1,A48,1,1
25318,D1743,T115,H2,L879,R18,O1,V1,G1,P3,A44,1,1
25319,D1743,T210,H2,L172,R18,O1,V1,G2,P4,A29,1,1
25320,D1743,T133,H2,L897,R36,O1,V1,G2,P4,A53,1,1
25321,D1743,T105,H2,L897,R15,O1,V1,G1,P2,A7,1,1
25322,D1743,T188,H2,L903,R6,O2,V1,G2,P2,A37,1,1
25323,D1743,T136,H2,L879,R18,O2,V1,G1,P3,A28,1,1
25324,D1743,T296,H2,L897,R6,O4,V2,G1,P1,A1,1,2
25325,D1743,T296,H2,L897,R6,O4,V2,G2,P2,A7,1,2
25326,D1743,T123,H2,L172,R18,O2,V1,G1,P3,A40,1,1
25327,D1743,T140,H2,L903,R19,O1,V1,G1,P4,A72,1,1
25328,D1743,T190,H2,L879,R32,O1,V1,G1,P1,A80,1,1
25329,D1743,T190,H2,L897,R15,O1,V1,G1,P1,A10,1,1
25330,D1743,T774,H2,L769,R32,O2,V1,G1,P1,A67,1,1
25331,D1743,T383,H2,L769,R32,O2,V1,G2,P2,A24,1,1
25332,D1743,T1402,H2,L769,R19,O1,V1,G1,P1,A67,1,1
25333,D1744,T226,H2,L879,R36,O3,V1,G2,P2,A74,1,2
25334,D1744,T226,H2,L879,R36,O3,V1,G1,P1,A65,1,2
25335,D1744,T259,H2,L172,R32,O2,V5,G1,P1,A61,1,1
25336,D1744,T359,H2,L879,R18,O2,V1,G1,P1,A78,1,1
25337,D1744,T359,H2,L172,R19,O4,V1,G1,P1,A61,1,2
25338,D1744,T359,H2,L172,R19,O4,V1,G1,P1,A15,1,2
25339,D1744,T271,H2,L879,R32,O2,V2,G2,P1,A51,1,1
25340,D1744,T915,H2,L172,R32,O2,V1,G1,P2,A34,1,1
25341,D1744,T169,H2,L879,R36,O1,V2,G1,P4,A67,1,1
25342,D1744,T152,H2,L172,R32,O2,V2,G1,P1,A40,1,1
25343,D1744,T120,H2,L879,R18,O2,V1,G1,P3,A36,1,1
25344,D1744,T296,H2,L172,R18,O1,V1,G1,P4,A90,1,1
25345,D1744,T190,H2,L879,R32,O1,V1,G1,P3,A27,1,1
25346,D1744,T458,H2,L897,R32,O1,V2,G1,P4,A5,1,1
25347,D1744,T1193,H2,L172,R6,O1,V1,G1,P4,A28,1,1
25348,D1744,T159,H2,L897,R19,O2,V1,G1,P5,A42,1,1
25349,D1744,T404,H2,L172,R36,O1,V1,G1,P1,A31,1,1
25350,D1745,T366,H2,L897,R32,O1,V2,G1,P1,A8,1,1
25351,D1745,T499,H2,L897,R15,O4,V7,G2,P2,A44,1,2
25352,D1745,T499,H2,L897,R15,O4,V7,G1,P1,A66,1,2
25353,D1745,T171,H2,L172,R32,O2,V1,G1,P3,A24,1,1
25354,D1745,T108,H2,L879,R18,O2,V1,G1,P3,A15,1,1
25355,D1745,T579,H2,L897,R32,O2,V1,G1,P1,A60,1,1
25356,D1746,T323,H2,L897,R36,O1,V1,G2,P4,A60,1,1
25357,D1746,T271,H2,L107,R15,O2,V2,G1,P1,A50,1,1
25358,D1746,T228,H2,L897,R32,O4,V1,G1,P1,A60,1,2
25359,D1746,T228,H2,L897,R32,O4,V1,G1,P2,A81,1,2
25360,D1746,T796,H2,L172,R32,O2,V1,G2,P1,A23,1,1
25361,D1746,T609,H2,L897,R15,O1,V1,G2,P1,A8,1,1
25362,D1746,T136,H2,L879,R23,O2,V8,G1,P1,A72,1,1
25363,D1746,T136,H2,L897,R23,O2,V5,G1,P1,A66,1,1
25364,D1746,T190,H2,L903,R15,O1,V1,G1,P6,A41,1,1
25365,D1746,T572,H2,L897,R23,O2,V2,G1,P1,A40,1,1
25366,D1746,T556,H2,L107,R18,O2,V1,G1,P1,A47,1,1
25367,D1746,T856,H2,L897,R19,O1,V1,G1,P1,A15,1,1
25368,D1746,T353,H2,L897,R18,O1,V1,G2,P4,A49,1,1
25369,D1746,T437,H2,L897,R19,O1,V1,G1,P1,A1,1,1
25370,D1746,T532,H2,L172,R36,O1,V1,G1,P2,A6,1,1
25371,D1746,T532,H2,L172,R36,O1,V1,G1,P1,A22,1,1
25372,D1746,T646,H2,L897,R18,O1,V1,G1,P4,A57,1,1
25373,D1747,T498,H2,L897,R32,O1,V1,G1,P1,A20,1,1
25374,D1747,T195,H2,L879,R32,O1,V1,G1,P4,A60,1,1
25375,D1747,T609,H2,L903,R15,O4,V1,G1,P2,A48,1,2
25376,D1747,T609,H2,L903,R15,O4,V1,G2,P1,A48,1,2
25377,D1747,T620,H2,L172,R19,O2,V1,G2,P1,A59,1,1
25378,D1747,T105,H2,L897,R36,O1,V1,G2,P2,A34,1,1
25379,D1747,T120,H2,L879,R32,O2,V1,G2,P1,A16,1,1
25380,D1747,T154,H2,L897,R32,O1,V1,G2,P4,A42,1,1
25381,D1747,T1469,H2,L897,R32,O2,V1,G1,P1,A65,1,1
25382,D1747,T420,H2,L769,R36,O2,V5,G1,P3,A21,1,1
25383,D1747,T261,H2,L897,R18,O1,V1,G2,P1,A49,1,1
25384,D1747,T382,H2,L897,R19,O2,V1,G2,P1,A56,1,1
25385,D1748,T719,H2,L172,R18,O2,V1,G1,P2,A43,1,1
25386,D1748,T581,H2,L897,R19,O2,V1,G1,P1,A30,1,1
25387,D1748,T144,H2,L879,R32,O1,V2,G1,P1,A27,1,1
25388,D1748,T226,H2,L879,R19,O1,V1,G1,P1,A13,1,1
25389,D1748,T226,H2,L897,R32,O1,V1,G1,P1,A40,1,1
25390,D1748,T1138,H2,L903,R18,O1,V1,G1,P1,A2,1,1
25391,D1748,T292,H2,L172,R32,O1,V1,G2,P1,A22,1,1
25392,D1748,T101,H2,L879,R18,O1,V1,G1,P2,A51,1,1
25393,D1748,T492,H2,L903,R15,O1,V1,G1,P1,A6,1,1
25394,D1748,T168,H2,L897,R6,O1,V1,G2,P1,A70,1,1
25395,D1748,T1012,H2,L172,R19,O1,V1,G2,P4,A37,1,1
25396,D1748,T360,H2,L769,R32,O2,V1,G1,P1,A69,1,1
25397,D1748,T244,H2,L903,R18,O1,V1,G2,P4,A28,1,1
25398,D1748,T211,H2,L172,R19,O4,V1,G1,P2,A89,1,2
25399,D1748,T211,H2,L172,R19,O4,V1,G2,P2,A37,1,2
25400,D1748,T1126,H2,L903,R36,O2,V1,G1,P1,A56,1,1
25401,D1748,T105,H2,L897,R32,O4,V1,G1,P3,A51,1,2
25402,D1748,T105,H2,L897,R32,O4,V1,G1,P3,A43,1,2
25403,D1748,T135,H2,L897,R18,O2,V1,G1,P3,A17,1,1
25404,D1748,T136,H2,L879,R32,O2,V1,G1,P1,A59,1,1
25405,D1748,T189,H2,L107,R15,O1,V1,G1,P1,A17,1,1
25406,D1748,T364,H2,L897,R23,O1,V1,G1,P3,A90,1,1
25407,D1748,T173,H2,L903,R36,O1,V1,G1,P1,A80,1,1
25408,D1748,T542,H2,L897,R18,O1,V1,G2,P4,A80,1,1
25409,D1748,T267,H2,L897,R15,O1,V1,G1,P1,A21,1,1
25410,D1748,T345,H2,L897,R6,O1,V1,G2,P2,A44,1,1
25411,D1748,T112,H2,L879,R18,O4,V1,G1,P2,A64,1,2
25412,D1748,T112,H2,L879,R18,O4,V1,G2,P2,A42,1,2
25413,D1748,T311,H2,L172,R15,O1,V1,G1,P1,A27,1,1
25414,D1749,T366,H2,L172,R32,O3,V1,G2,P4,A66,1,2
25415,D1749,T366,H2,L172,R32,O3,V1,G1,P4,A67,1,2
25416,D1749,T144,H2,L172,R19,O2,V1,G2,P2,A19,1,1
25417,D1749,T144,H2,L172,R32,O1,V1,G1,P3,A43,1,1
25418,D1749,T498,H2,L172,R32,O1,V1,G1,P1,A22,1,1
25419,D1749,T1014,H2,L172,R18,O2,V1,G2,P2,A51,1,1
25420,D1749,T1037,H2,L903,R18,O1,V1,G1,P2,A17,1,1
25421,D1749,T1187,H2,L897,R18,O1,V1,G1,P1,A13,1,1
25422,D1749,T1187,H2,L897,R32,O1,V1,G1,P2,A48,1,1
25423,D1749,T607,H2,L897,R18,O1,V1,G1,P1,A22,1,1
25424,D1749,T129,H2,L897,R6,O1,V1,G1,P1,A8,1,1
25425,D1749,T195,H2,L107,R32,O1,V1,G1,P1,A51,1,1
25426,D1749,T284,H2,L897,R18,O2,V1,G1,P5,A9,1,1
25427,D1749,T168,H2,L107,R15,O1,V1,G1,P1,A12,1,1
25428,D1749,T184,H2,L879,R32,O2,V2,G1,P1,A80,1,1
25429,D1749,T184,H2,L879,R18,O2,V1,G1,P3,A54,1,1
25430,D1749,T286,H2,L897,R32,O2,V1,G2,P1,A28,1,1
25431,D1749,T599,H2,L897,R32,O1,V1,G1,P1,A68,1,1
25432,D1749,T441,H2,L172,R32,O1,V1,G1,P3,A16,1,1
25433,D1749,T307,H2,L172,R18,O2,V1,G2,P3,A56,1,1
25434,D1749,T348,H2,L202,R17,O2,V1,G1,P3,A27,1,1
25435,D1749,T214,H2,L903,R15,O3,V1,G2,P2,A70,1,2
25436,D1749,T214,H2,L903,R15,O3,V1,G1,P1,A4,1,2
25437,D1749,T261,H2,L107,R15,O1,V1,G1,P1,A40,1,1
25438,D1749,T205,H2,L897,R36,O2,V1,G1,P3,A3,1,1
25439,D1749,T250,H2,L172,R19,O1,V1,G2,P1,A26,1,1
25440,D1749,T189,H2,L897,R6,O2,V1,G1,P3,A39,1,1
25441,D1749,T364,H2,L769,R19,O1,V1,G1,P4,A28,1,1
25442,D1749,T216,H2,L897,R19,O2,V5,G2,P8,A64,1,1
25443,D1749,T190,H2,L879,R18,O1,V1,G1,P4,A30,1,1
25444,D1749,T649,H2,L172,R6,O1,V1,G1,P3,A3,1,1
25445,D1749,T108,H2,L769,R32,O1,V1,G1,P1,A54,1,1
25446,D1749,T383,H2,L897,R32,O1,V1,G1,P1,A44,1,1
25447,D1749,T219,H2,L879,R32,O1,V1,G1,P1,A40,1,1
25448,D1749,T193,H2,L903,R18,O2,V1,G1,P1,A44,1,1
25449,D1750,T498,H2,L172,R19,O1,V1,G2,P4,A51,1,1
25450,D1750,T819,H2,L897,R18,O1,V1,G1,P3,A72,1,1
25451,D1750,T101,H2,L897,R32,O2,V2,G1,P1,A50,1,1
25452,D1750,T359,H2,L879,R18,O2,V8,G1,P1,A10,1,1
25453,D1750,T796,H2,L897,R18,O1,V1,G1,P4,A47,1,1
25454,D1750,T403,H2,L897,R32,O1,V1,G1,P1,A10,1,1
25455,D1750,T451,H2,L172,R18,O2,V1,G1,P1,A25,1,1
25456,D1750,T149,H2,L879,R18,O2,V5,G1,P1,A34,1,1
25457,D1750,T278,H2,L172,R32,O1,V1,G1,P1,A74,1,1
25458,D1750,T120,H2,L879,R15,O2,V1,G2,P1,A18,1,1
25459,D1750,T274,H2,L903,R19,O1,V1,G1,P1,A60,1,1
25460,D1750,T250,H2,L769,R19,O2,V1,G1,P5,A77,1,1
25461,D1750,T349,H2,L769,R32,O1,V1,G1,P2,A69,1,1
25462,D1750,T698,H2,L897,R19,O4,V2,G1,P1,A51,1,2
25463,D1750,T698,H2,L897,R19,O4,V2,G1,P2,A2,1,2
25464,D1751,T271,H2,L107,R15,O4,V2,G2,P2,A55,1,2
25465,D1751,T271,H2,L107,R15,O4,V2,G1,P1,A55,1,2
25466,D1751,T271,H2,L879,R18,O2,V1,G2,P1,A16,1,1
25467,D1751,T881,H2,L769,R23,O2,V5,G1,P1,A97,1,1
25468,D1751,T148,H2,L897,R32,O2,V1,G1,P1,A22,1,1
25469,D1751,T943,H2,L202,R17,O2,V1,G2,P1,A90,1,1
25470,D1751,T136,H2,L879,R19,O2,V5,G2,P1,A40,1,1
25471,D1751,T201,H2,L897,R32,O2,V1,G1,P1,A47,1,1
25472,D1751,T201,H2,L903,R15,O1,V1,G1,P1,A13,1,1
25473,D1751,T669,H2,L897,R15,O3,V8,G2,P2,A18,1,2
25474,D1751,T669,H2,L897,R15,O3,V8,G2,P2,A74,1,2
25475,D1751,T189,H2,L202,R17,O1,V1,G2,P4,A66,1,1
25476,D1751,T216,H2,L107,R15,O2,V1,G1,P3,A23,1,1
25477,D1751,T173,H2,L172,R32,O2,V1,G1,P1,A13,1,1
25478,D1751,T698,H2,L172,R32,O2,V2,G1,P1,A69,1,1
25479,D1751,T317,H2,L172,R32,O1,V1,G1,P1,A26,1,1
25480,D1751,T1026,H2,L897,R36,O2,V1,G1,P3,A40,1,1
25481,D1751,T311,H2,L897,R32,O1,V1,G1,P4,A57,1,1
25482,D1751,T485,H2,L897,R32,O1,V1,G1,P1,A27,1,1
25483,D1752,T1018,H2,L897,R32,O1,V2,G1,P1,A69,1,1
25484,D1752,T144,H2,L107,R36,O1,V1,G1,P2,A22,1,1
25485,D1752,T498,H2,L897,R32,O1,V1,G1,P4,A51,1,1
25486,D1752,T270,H2,L107,R15,O1,V1,G1,P1,A69,1,1
25487,D1752,T1386,H2,L123,R17,O1,V1,G2,P2,A14,1,1
25488,D1752,T115,H2,L879,R32,O4,V5,G1,P1,A71,1,2
25489,D1752,T115,H2,L879,R32,O4,V5,G2,P2,A93,1,2
25490,D1752,T184,H2,L879,R18,O1,V1,G1,P3,A48,1,1
25491,D1752,T184,H2,L897,R19,O2,V1,G2,P2,A85,1,1
25492,D1752,T1358,H2,L897,R36,O1,V1,G1,P4,A88,1,1
25493,D1752,T488,H2,L769,R19,O2,V2,G2,P1,A55,1,1
25494,D1752,T810,H2,L897,R18,O1,V1,G1,P4,A97,1,1
25495,D1752,T296,H2,L107,R23,O1,V1,G1,P1,A8,1,1
25496,D1752,T157,H2,L172,R23,O2,V5,G2,P2,A78,1,1
25497,D1752,T264,H2,L897,R79,O1,V1,G2,P4,A32,1,1
25498,D1752,T681,H2,L172,R19,O2,V1,G1,P3,A70,1,1
25499,D1752,T371,H2,L172,R18,O1,V1,G1,P1,A43,1,1
25500,D1753,T590,H2,L903,R32,O1,V1,G1,P1,A23,1,1
25501,D1753,T1439,H2,L897,R32,O2,V1,G1,P1,A48,1,1
25502,D1753,T690,H2,L123,R17,O1,V1,G1,P4,A31,1,1
25503,D1753,T519,H2,L903,R18,O1,V1,G1,P3,A31,1,1
25504,D1753,T1085,H2,L897,R6,O1,V2,G1,P4,A43,1,1
25505,D1753,T1352,H2,L897,R32,O1,V1,G1,P1,A43,1,1
25506,D1753,T271,H2,L879,R32,O2,V1,G2,P2,A68,1,1
25507,D1753,T609,H2,L897,R18,O2,V2,G1,P1,A43,1,1
25508,D1753,T169,H2,L879,R32,O2,V1,G2,P1,A12,1,1
25509,D1753,T105,H2,L879,R32,O2,V1,G2,P1,A4,1,1
25510,D1753,T295,H2,L897,R19,O2,V2,G2,P1,A17,1,1
25511,D1753,T188,H2,L107,R15,O1,V1,G1,P3,A43,1,1
25512,D1753,T527,H2,L107,R23,O2,V5,G2,P1,A9,1,1
25513,D1753,T136,H2,L202,R17,O1,V1,G1,P3,A3,1,1
25514,D1753,T166,H2,L897,R15,O1,V2,G1,P1,A32,1,1
25515,D1753,T173,H2,L123,R17,O1,V1,G1,P2,A85,1,1
25516,D1753,T352,H2,L897,R32,O1,V5,G2,P4,A4,1,1
25517,D1753,T108,H2,L172,R32,O2,V1,G2,P1,A69,1,1
25518,D1753,T542,H2,L107,R6,O2,V5,G1,P3,A6,1,1
25519,D1753,T542,H2,L172,R19,O2,V2,G2,P2,A16,1,1
25520,D1753,T399,H2,L879,R32,O1,V1,G1,P3,A15,1,1
25521,D1753,T399,H2,L123,R17,O1,V1,G1,P1,A10,1,1
25522,D1753,T788,H2,L903,R32,O1,V1,G2,P2,A64,1,1
25523,D1753,T311,H2,L202,R17,O1,V1,G1,P4,A47,1,1
25524,D1754,T590,H2,L897,R36,O1,V1,G1,P2,A43,1,1
25525,D1754,T144,H2,L107,R32,O1,V5,G2,P4,A33,1,1
25526,D1754,T226,H2,L879,R32,O1,V2,G1,P4,A27,1,1
25527,D1754,T241,H2,L897,R15,O1,V1,G1,P1,A70,1,1
25528,D1754,T417,H2,L897,R32,O2,V5,G2,P2,A24,1,1
25529,D1754,T248,H2,L897,R19,O1,V1,G1,P3,A17,1,1
25530,D1754,T137,H2,L172,R32,O1,V2,G1,P1,A70,1,1
25531,D1754,T328,H2,L172,R32,O2,V1,G2,P1,A40,1,1
25532,D1754,T1414,H2,L897,R18,O1,V1,G2,P1,A54,1,1
25533,D1754,T714,H2,L897,R15,O2,V1,G1,P4,A89,1,1
25534,D1755,T177,H2,L879,R32,O1,V1,G1,P1,A48,1,1
25535,D1755,T581,H2,L897,R15,O1,V1,G1,P4,A4,1,1
25536,D1755,T873,H2,L897,R23,O1,V1,G1,P2,A43,1,1
25537,D1755,T114,H2,L879,R32,O1,V1,G1,P1,A32,1,1
25538,D1755,T255,H2,L903,R18,O2,V1,G1,P1,A6,1,1
25539,D1755,T519,H2,L172,R19,O1,V1,G2,P1,A3,1,1
25540,D1755,T144,H2,L879,R19,O1,V1,G2,P1,A3,1,1
25541,D1755,T1054,H2,L897,R36,O2,V1,G2,P1,A18,1,1
25542,D1755,T393,H2,L107,R19,O1,V1,G2,P2,A64,1,1
25543,D1755,T171,H2,L897,R32,O1,V1,G1,P1,A40,1,1
25544,D1755,T120,H2,L879,R32,O4,V1,G2,P8,A24,1,2
25545,D1755,T120,H2,L879,R32,O4,V1,G1,P3,A19,1,2
25546,D1755,T123,H2,L879,R32,O12,V1,G2,P1,A51,1,5
25547,D1755,T123,H2,L879,R32,O12,V1,G1,P2,A58,1,5
25548,D1755,T123,H2,L879,R32,O12,V1,G2,P2,A60,1,5
25549,D1755,T123,H2,L879,R32,O12,V1,G1,P1,A25,1,5
25550,D1755,T123,H2,L879,R32,O12,V1,G2,P2,A81,1,5
25551,D1755,T750,H2,L172,R32,O2,V1,G2,P4,A20,1,1
25552,D1755,T458,H2,L897,R32,O1,V5,G1,P1,A11,1,1
25553,D1755,T309,H2,L897,R18,O3,V1,G1,P1,A2,1,2
25554,D1755,T309,H2,L897,R18,O3,V1,G1,P2,A72,1,2
25555,D1755,T333,H2,L202,R17,O1,V1,G1,P3,A48,1,1
25556,D1755,T191,H2,L879,R32,O2,V2,G1,P1,A32,1,1
25557,D1755,T267,H2,L107,R15,O1,V1,G1,P1,A54,1,1
25558,D1756,T177,H2,L879,R32,O1,V1,G1,P1,A19,1,1
25559,D1756,T177,H2,L879,R32,O1,V1,G1,P2,A51,1,1
25560,D1756,T401,H2,L172,R18,O1,V1,G1,P4,A2,1,1
25561,D1756,T114,H2,L879,R36,O1,V1,G1,P1,A40,1,1
25562,D1756,T225,H2,L897,R18,O1,V1,G1,P2,A42,1,1
25563,D1756,T101,H2,L879,R32,O1,V1,G2,P2,A72,1,1
25564,D1756,T101,H2,L879,R15,O2,V1,G2,P4,A51,1,1
25565,D1756,T102,H2,L172,R18,O1,V1,G1,P1,A17,1,1
25566,D1756,T415,H2,L172,R32,O2,V1,G1,P1,A44,1,1
25567,D1756,T381,H2,L202,R17,O1,V1,G1,P1,A31,1,1
25568,D1756,T271,H2,L107,R36,O2,V1,G2,P2,A59,1,1
25569,D1756,T115,H2,L879,R23,O1,V1,G2,P3,A13,1,1
25570,D1756,T149,H2,L879,R18,O1,V1,G1,P1,A20,1,1
25571,D1756,T120,H2,L897,R19,O2,V8,G1,P1,A74,1,1
25572,D1756,T188,H2,L897,R19,O1,V1,G1,P3,A43,1,1
25573,D1756,T817,H2,L897,R32,O2,V1,G1,P3,A81,1,1
25574,D1756,T205,H2,L172,R19,O2,V1,G1,P3,A9,1,1
25575,D1756,T750,H2,L897,R18,O1,V1,G1,P3,A57,1,1
25576,D1756,T458,H2,L172,R32,O2,V5,G1,P3,A6,1,1
25577,D1756,T1390,H2,L897,R15,O1,V1,G2,P2,A30,1,1
25578,D1756,T191,H2,L172,R18,O1,V1,G2,P4,A68,1,1
25579,D1756,T673,H2,L897,R19,O2,V1,G1,P1,A48,1,1
25580,D1757,T325,H2,L172,R36,O1,V1,G1,P4,A78,1,1
25581,D1757,T210,H2,L107,R36,O1,V1,G1,P4,A11,1,1
25582,D1757,T169,H2,L897,R19,O1,V1,G1,P1,A39,1,1
25583,D1757,T149,H2,L879,R36,O1,V1,G1,P4,A83,1,1
25584,D1757,T170,H2,L897,R23,O1,V1,G1,P4,A33,1,1
25585,D1757,T120,H2,L879,R32,O1,V1,G2,P2,A59,1,1
25586,D1757,T200,H2,L897,R32,O1,V1,G1,P3,A31,1,1
25587,D1757,T364,H2,L903,R19,O4,V1,G1,P1,A51,1,2
25588,D1757,T364,H2,L903,R19,O4,V1,G1,P1,A24,1,2
25589,D1757,T190,H2,L107,R6,O4,V2,G2,P2,A45,1,2
25590,D1757,T190,H2,L107,R6,O4,V2,G1,P1,A65,1,2
25591,D1757,T190,H2,L879,R32,O2,V1,G1,P5,A10,1,1
25592,D1757,T240,H2,L897,R18,O1,V1,G1,P4,A62,1,1
25593,D1757,T240,H2,L107,R15,O1,V1,G1,P1,A54,1,1
25594,D1757,T547,H2,L172,R18,O1,V1,G1,P1,A19,1,1
25595,D1757,T399,H2,L879,R18,O2,V5,G1,P1,A15,1,1
25596,D1757,T266,H2,L897,R19,O2,V1,G1,P1,A31,1,1
25597,D1757,T311,H2,L172,R36,O1,V1,G1,P1,A40,1,1
25598,D1758,T581,H2,L897,R19,O1,V1,G1,P3,A32,1,1
25599,D1758,T1543,H2,L897,R18,O1,V1,G1,P1,A61,1,1
25600,D1758,T241,H2,L879,R32,O2,V1,G1,P3,A4,1,1
25601,D1758,T522,H2,L903,R19,O1,V1,G1,P1,A56,1,1
25602,D1758,T195,H2,L897,R32,O2,V1,G1,P1,A48,1,1
25603,D1758,T271,H2,L897,R18,O1,V8,G1,P4,A1,1,1
25604,D1758,T271,H2,L107,R15,O2,V1,G1,P1,A27,1,1
25605,D1758,T242,H2,L172,R15,O2,V1,G1,P4,A56,1,1
25606,D1758,T184,H2,L879,R32,O2,V1,G1,P1,A32,1,1
25607,D1758,T232,H2,L107,R6,O1,V1,G1,P1,A22,1,1
25608,D1758,T152,H2,L897,R32,O2,V5,G2,P2,A5,1,1
25609,D1758,T120,H2,L879,R32,O2,V1,G1,P2,A40,1,1
25610,D1758,T120,H2,L172,R32,O1,V1,G1,P1,A58,1,1
25611,D1758,T155,H2,L107,R15,O1,V1,G1,P1,A66,1,1
25612,D1758,T349,H2,L903,R18,O2,V1,G1,P2,A44,1,1
25613,D1758,T985,H2,L107,R36,O1,V1,G1,P4,A37,1,1
25614,D1758,T378,H2,L897,R18,O1,V1,G2,P4,A45,1,1
25615,D1758,T109,H2,L897,R23,O1,V1,G1,P4,A20,1,1
25616,D1759,T558,H2,L897,R32,O2,V1,G1,P1,A40,1,1
25617,D1759,T558,H2,L897,R32,O1,V1,G1,P1,A13,1,1
25618,D1759,T145,H2,L107,R15,O2,V2,G2,P1,A13,1,1
25619,D1759,T642,H2,L897,R32,O2,V1,G1,P1,A72,1,1
25620,D1759,T359,H2,L172,R15,O1,V1,G1,P1,A8,1,1
25621,D1759,T499,H2,L897,R32,O2,V1,G2,P4,A12,1,1
25622,D1759,T499,H2,L903,R15,O2,V1,G1,P1,A9,1,1
25623,D1759,T228,H2,L172,R36,O2,V5,G1,P5,A61,1,1
25624,D1759,T169,H2,L879,R32,O1,V1,G1,P1,A89,1,1
25625,D1759,T635,H2,L897,R36,O1,V1,G1,P3,A10,1,1
25626,D1759,T1028,H2,L897,R18,O2,V1,G1,P1,A10,1,1
25627,D1759,T414,H2,L107,R19,O2,V1,G1,P1,A27,1,1
25628,D1759,T190,H2,L879,R23,O2,V1,G1,P3,A44,1,1
25629,D1759,T281,H2,L107,R18,O2,V1,G1,P1,A26,1,1
